7	-4.36434e-14
6.98619	-0.471239
6.94486	-0.942478
6.87629	-1.41372
6.78095	1.25664
6.6595	0.785398
6.51278	0.314159
6.3418	-0.15708
6.14772	-0.628319
5.93187	-1.09956
5.69572	1.5708
5.44087	1.09956
5.16905	0.628319
4.88208	0.15708
4.58188	-0.314159
4.27045	-0.785398
3.94985	-1.25664
3.62217	1.41372
3.28955	0.942478
2.95412	0.471239
2.61803	-2.3417e-13
2.28339	-0.471239
1.95228	-0.942478
1.62672	-1.41372
1.30867	1.25664
1	0.785398
0.702487	0.314159
0.417796	-0.15708
0.147472	-0.628319
0.107075	-1.09956
0.344577	1.5708
0.563916	1.09956
0.764134	0.628319
0.944438	0.15708
1.1042	-0.314159
1.24297	-0.785398
1.36046	-1.25664
1.45656	1.41372
1.53134	0.942478
1.58503	0.471239
1.61803	2.67944e-13
1.6309	-0.471239
1.62433	-0.942478
1.59918	-1.41372
1.55644	1.25664
1.49723	0.785398
1.42275	0.314159
1.33434	-0.15708
1.23341	-0.628319
1.12145	-1.09956
1	1.5708
0.870658	1.09956
0.735048	0.628319
0.594809	0.15708
0.451584	-0.314159
0.307001	-0.785398
0.162662	-1.25664
0.0201265	1.41372
0.119101	0.942478
0.253584	0.471239
0.381966	4.02274e-13
0.502982	-0.471239
0.615468	-0.942478
0.718372	-1.41372
0.81076	1.25664
0.891825	0.785398
0.960893	0.314159
1.01742	-0.15708
1.06102	-0.628319
1.09142	-1.09956
1.10851	-1.5708
1.11232	1.09956
1.103	0.628319
1.08087	0.15708
1.04635	-0.314159
1	-0.785398
0.942492	-1.25664
0.874611	1.41372
0.797243	0.942478
0.711366	0.471239
0.618034	3.95922e-13
0.518374	-0.471239
0.413569	-0.942478
0.304845	-1.41372
0.193459	1.25664
0.0806885	0.785398
0.0321859	0.314159
0.143891	-0.15708
0.253174	-0.628319
0.358818	-1.09956
0.45965	-1.5708
0.554555	1.09956
0.64249	0.628319
0.722489	0.15708
0.793677	-0.314159
0.855277	-0.785398
0.906616	-1.25664
0.947137	1.41372
0.976399	0.942478
0.994084	0.471239
1	-1.06137e-12
0.994084	-0.471239
0.976399	-0.942478
0.947137	-1.41372
0.906616	1.25664
0.855277	0.785398
0.793677	0.314159
0.722489	-0.15708
0.64249	-0.628319
0.554555	-1.09956
0.45965	1.5708
0.358818	1.09956
0.253174	0.628319
0.143891	0.15708
0.0321859	-0.314159
0.0806885	-0.785398
0.193459	-1.25664
0.304845	1.41372
0.413569	0.942478
0.518374	0.471239
0.618034	-2.45206e-13
0.711366	-0.471239
0.797243	-0.942478
0.874611	-1.41372
0.942492	1.25664
1	0.785398
1.04635	0.314159
1.08087	-0.15708
1.103	-0.628319
1.11232	-1.09956
1.10851	1.5708
1.09142	1.09956
1.06102	0.628319
1.01742	0.15708
0.960893	-0.314159
0.891825	-0.785398
0.81076	-1.25664
0.718372	1.41372
0.615468	0.942478
0.502982	0.471239
0.381966	1.58788e-12
0.253584	-0.471239
0.119101	-0.942478
0.0201265	-1.41372
0.162662	1.25664
0.307001	0.785398
0.451584	0.314159
0.594809	-0.15708
0.735048	-0.628319
0.870658	-1.09956
1	1.5708
1.12145	1.09956
1.23341	0.628319
1.33434	0.15708
1.42275	-0.314159
1.49723	-0.785398
1.55644	-1.25664
1.59918	1.41372
1.62433	0.942478
1.6309	0.471239
1.61803	1.6406e-13
1.58503	-0.471239
1.53134	-0.942478
1.45656	-1.41372
1.36046	1.25664
1.24297	0.785398
1.1042	0.314159
0.944438	-0.15708
0.764134	-0.628319
0.563916	-1.09956
0.344577	1.5708
0.107075	1.09956
0.147472	0.628319
0.417796	0.15708
0.702487	-0.314159
1	-0.785398
1.30867	-1.25664
1.62672	1.41372
1.95228	0.942478
2.28339	0.471239
2.61803	-1.56523e-13
2.95412	-0.471239
3.28955	-0.942478
3.62217	-1.41372
3.94985	1.25664
4.27045	0.785398
4.58188	0.314159
4.88208	-0.15708
5.16905	-0.628319
5.44087	-1.09956
5.69572	-1.5708
5.93187	1.09956
6.14772	0.628319
6.3418	0.15708
6.51278	-0.314159
6.6595	-0.785398
6.78095	-1.25664
6.87629	1.41372
6.94486	0.942478
6.98619	0.471239
7	-6.52145e-14
6.98619	-0.471239
6.94486	-0.942478
6.87629	-1.41372
6.78095	1.25664
6.6595	0.785398
6.51278	0.314159
6.3418	-0.15708
6.14772	-0.628319
5.93187	-1.09956
5.69572	-1.5708
5.44087	1.09956
5.16905	0.628319
4.88208	0.15708
4.58188	-0.314159
4.27045	-0.785398
